# Netscape HTTP Cookie File
# http://curl.haxx.se/rfc/cookie_spec.html
# This is a generated file!  Do not edit.

.upstream.to	TRUE	/	FALSE	1649587417	__ddg1	ruWdYiyCrRpoz6dz1oK2
.verpeliculasgratis.in	TRUE	/	TRUE	1620563781	__cfduid	d929618cd91b6cb5dbe0c65c186ce5daf1617971781
.yape.nu	TRUE	/	FALSE	1620643393	__cfduid	d6460bb3c468554c22e7b6668588e75ec1618051393
clasico.tv	FALSE	/	TRUE	1649507781	starstruck_ea6d52082f16dd82e4cb75725accbd1e	5c13db3041081988a79cf6dc9b92294e
grantorrent.nl	FALSE	/	FALSE		PHPSESSID	0spvujo6jn2npcgrudapqolhru
hdfull.me	FALSE	/	FALSE		PHPSESSID	u5ffp2et8mur7hlrhe71tnli52
hdfull.me	FALSE	/	FALSE	1620643444	language	es
homecine.tv	FALSE	/	FALSE		PHPSESSID	703419ed54047d28d5ae9f0c7ecd0d43
inkapelis.me	FALSE	/	FALSE	1649587444	starstruck_3f0e9cd03809d8b53b5f6ae9de485bb9	a105c6d324fdccb7e3b15309f1773a36
mega1link.com	FALSE	/	TRUE	1649587394	starstruck_44b8db954a44cef5c0ef07b9ccf550ab	6667998c0007a123f75f5ee7d977940b
online.tucineclasico.es	FALSE	/	FALSE	1649587395	starstruck_bcad93c000a808ac027b92fc38a2a356	a71bd6a9b0cbb36fd53bc291134dc30b
pelishouse.com	FALSE	/	TRUE	1649507781	starstruck_08aef3f6061d14dd14f2d64f7886d6f6	67e3ca3deda69ba98491b34408ea7f4f
playdede.com	FALSE	/	FALSE		MoviesWebsite	4dgscd4cv76o4ejjdse5sabg5a
seriesflv.org	FALSE	/	FALSE		PHPSESSID	h2lm6gd2m8v07u8j4ek0b6k1s9
www.cliver.to	FALSE	/	TRUE	1618137844	tipo_contenido	peliculas
www.estrenoscinesaa.com	FALSE	/	TRUE	1649587394	starstruck_4438bf61b43a7ee3e5275d526b3f7604	57cb04d0ef8ac5534e662cf82ac637a0
www.torrentdivx.com	FALSE	/	TRUE	1649587395	starstruck_b243e52ead8ab93f0e12db82d814666b	f0ba1204fd4b2ed2e4c0385a507c7c67
www1.cuevana3.video	FALSE	/	FALSE		gogoanime	j478ushilndpahd42r18jdh4f2
zoowoman.website	FALSE	/wp/	FALSE	1649587397	starstruck_a8e8f4e8fdb215567f954104a31ad662	50f019e43becd308a7341b1b51003f87
